payment_id,claim_id,payment_amount,payment_year,payment_month
20903,10174,186.72,2020,11
20904,10174,1540.62,2020,12
20905,10174,184.11,2021,1
20906,10174,156.38,2021,2
20907,10174,164.59,2021,3
20908,10174,175.89,2021,4
20909,10174,172.68,2021,5
20910,10174,2130.61,2021,7
20911,10174,2220.54,2021,12
20912,10174,1178.38,2022,3
20913,10174,1033.56,2022,5
20914,10175,7273.81,2020,2
20915,10175,1937.85,2020,3
20916,10175,1807.91,2020,4
20917,10175,7021.13,2020,5
20918,10175,1835.6,2020,6
20919,10175,1725.03,2020,7
20920,10175,1947.68,2020,8
20921,10175,12220.14,2020,10
20922,10175,11562.07,2021,2
20923,10175,7509.26,2021,6
20924,10175,7423.02,2021,12
20925,10176,1878.89,2023,11
20926,10176,3899.95,2024,3
20927,10176,1630.6,2024,6
20928,10176,1143.59,2024,8
20929,10177,8743.55,2024,1
20930,10178,4603.47,2021,8
20931,10179,3217.12,2025,11
20932,10180,2112.48,2024,4
20933,10180,5295.82,2024,7
20934,10180,1879.44,2025,1
20935,10180,1469.18,2025,2
20936,10181,4746.28,2022,10
20937,10182,800.96,2025,9
20938,10182,1036.37,2025,12
20939,10183,1259.71,2025,8
20940,10183,2805.59,2025,11
20941,10184,1835.76,2025,10
20942,10184,2316.45,2025,12
20943,10185,6301.89,2020,9
20944,10185,781.24,2020,11
20945,10186,1089.74,2025,1
20946,10186,135.4,2025,2
20947,10186,141.6,2025,3
20948,10186,1188.22,2025,4
20949,10186,130.96,2025,5
20950,10186,167.51,2025,6
20951,10186,144.01,2025,7
20952,10186,840.97,2025,8
20953,10186,2902.44,2025,9
20954,10186,136.62,2025,10
20955,10186,151.05,2025,11
20956,10187,1501.61,2022,1
20957,10187,1779.63,2022,2
20958,10187,2833.14,2022,7
20959,10187,681.44,2023,2
20960,10188,2632.04,2024,9
20961,10188,3375.33,2024,12
20962,10188,5140.84,2025,3
20963,10188,389.55,2025,7
20964,10189,4028.71,2020,7
20965,10190,527.61,2024,2
20966,10190,491.3,2024,3
20967,10190,4130.07,2024,4
20968,10190,3292.75,2024,5
20969,10190,603.91,2024,6
20970,10190,14456.76,2024,7
20971,10190,2455.07,2024,8
20972,10190,527.29,2024,9
20973,10190,577.9,2024,10
20974,10190,578.79,2024,11
20975,10190,13395.85,2024,12
20976,10190,606.72,2025,1
20977,10190,528.53,2025,2
20978,10190,520.59,2025,3
20979,10190,480.66,2025,4
20980,10190,9055.77,2025,5
20981,10190,498,2025,6
20982,10190,474.46,2025,7
20983,10190,2176.56,2025,8
20984,10191,2212.69,2024,11
20985,10191,2648.35,2025,2
20986,10191,5012.97,2025,7
20987,10191,1159.08,2025,11
20988,10192,5736.71,2023,7
20989,10192,642.92,2023,11
20990,10193,252.79,2024,2
20991,10193,570.52,2024,3
20992,10193,331.64,2024,4
20993,10193,616.27,2024,8
20994,10193,1191.79,2025,1
20995,10193,1110.63,2025,7
20996,10194,411.2,2024,7
20997,10194,839.98,2024,8
20998,10194,962.55,2025,1
20999,10194,153.74,2025,5
21000,10195,752.12,2020,8
21001,10195,1080.54,2020,10
21002,10195,1852.21,2020,12
21003,10195,927.85,2021,3
21004,10196,330.32,2020,2
21005,10196,298.78,2020,3
21006,10196,1796.16,2020,4
21007,10196,286.34,2020,5
21008,10196,351.04,2020,6
21009,10196,278.35,2020,7
21010,10196,274.42,2020,8
21011,10196,287.55,2020,9
21012,10196,3094.03,2020,10
21013,10196,360.93,2020,11
21014,10196,329.62,2020,12
21015,10196,6470.87,2021,1
21016,10196,299.94,2021,2
21017,10196,313.45,2021,3
21018,10196,293.27,2021,4
21019,10196,6271.85,2021,6
21020,10196,4141.67,2021,10
21021,10196,2344.49,2022,2
21022,10197,393.62,2019,7
21023,10197,715.54,2019,8
21024,10197,1020.12,2019,11
21025,10198,1281.07,2022,3
21026,10198,2104.81,2022,5
21027,10198,2872.23,2022,9
21028,10198,1963.48,2023,4
21029,10199,669.44,2022,3
21030,10199,625.67,2022,4
21031,10199,55.65,2022,5
21032,10199,45.68,2022,6
21033,10199,45.45,2022,7
21034,10199,517.3,2022,8
21035,10199,58.19,2022,9
21036,10199,59.56,2022,10
21037,10199,1753.25,2022,11
21038,10199,50.83,2022,12
21039,10199,47.52,2023,1
21040,10199,58.82,2023,2
21041,10199,1183.04,2023,3
21042,10199,45.62,2023,4
21043,10199,51.27,2023,5
21044,10199,769.39,2023,9
21045,10199,492.84,2024,1
21046,10200,5055.91,2019,3
21047,10201,427.84,2023,10
21048,10201,33.9,2023,11
21049,10201,38.43,2023,12
21050,10201,41.92,2024,1
21051,10201,40.77,2024,2
21052,10201,740.65,2024,3
21053,10201,36.89,2024,4
21054,10201,1251.56,2024,5
21055,10201,36.83,2024,6
21056,10201,40.95,2024,7
21057,10201,35.85,2024,8
21058,10201,37.32,2024,9
21059,10201,937.74,2024,10
21060,10201,37.7,2024,11
21061,10201,43.08,2024,12
21062,10201,42.65,2025,1
21063,10201,33.72,2025,2
21064,10201,40.43,2025,3
21065,10201,625.09,2025,4
21066,10201,150.43,2025,5
21067,10202,667.78,2024,8
21068,10202,1762.91,2025,1
21069,10202,654.94,2025,3
21070,10202,504.04,2025,4
21071,10203,223.74,2024,12
21072,10203,340.91,2025,1
21073,10203,461.77,2025,4
21074,10204,1781.12,2019,7
21075,10204,1603.43,2019,10
21076,10204,2975.77,2020,2
21077,10204,1569.66,2020,9
21078,10205,555.46,2018,6
21079,10205,4694,2018,7
21080,10205,517.61,2018,8
21081,10205,473.64,2018,9
21082,10205,577.26,2018,10
21083,10205,14002.65,2018,11
21084,10205,5645.22,2018,12
21085,10205,457.93,2019,1
21086,10205,541.93,2019,2
21087,10205,587.49,2019,3
21088,10205,12131.01,2019,4
21089,10205,603.89,2019,5
21090,10205,6551.48,2019,8
21091,10205,3305.91,2019,11
21092,10206,1303.81,2023,12
21093,10206,624.03,2024,2
21094,10207,7208.53,2023,2
21095,10208,918.81,2022,3
21096,10208,889.25,2022,5
21097,10208,1236.63,2022,7
21098,10208,653.67,2022,12
21099,10209,4108.24,2018,2
21100,10210,2524.73,2022,11
21101,10211,5870.9,2022,1
21102,10212,3354.32,2024,12
21103,10213,545.22,2021,7
21104,10213,2426.49,2021,8
21105,10213,588.22,2021,9
21106,10213,2400.09,2021,10
21107,10213,534.27,2021,11
21108,10213,3187.41,2022,6
21109,10213,3146.14,2022,10
21110,10213,2067.22,2023,3
21111,10213,628.94,2023,7
21112,10214,4759.22,2021,5
21113,10215,1317.09,2022,12
21114,10215,829.08,2023,2
21115,10216,2242.45,2019,8
21116,10216,2864.03,2019,11
21117,10216,4755.61,2020,4
21118,10216,1464.34,2020,8
21119,10217,2304.41,2024,5
21120,10218,1611.04,2023,6
21121,10219,5686.98,2023,6
21122,10219,385.71,2023,11
21123,10220,625.33,2024,12
21124,10220,662.7,2025,1
21125,10220,1072.41,2025,4
21126,10220,564.16,2025,8
21127,10221,3266.83,2022,11
21128,10222,2735.27,2024,5
21129,10222,5342.08,2024,10
21130,10222,3126.23,2024,12
21131,10222,1238.24,2025,5
21132,10223,987.06,2023,11
21133,10223,1055.19,2024,1
21134,10223,1488.81,2024,6
21135,10223,583.95,2025,1
21136,10224,2037.43,2022,8
21137,10224,377.01,2022,9
21138,10224,457.82,2022,10
21139,10224,5955.49,2022,11
21140,10224,396.47,2022,12
21141,10224,486.8,2023,1
21142,10224,433.74,2023,2
21143,10224,396.04,2023,3
21144,10224,433.57,2023,4
21145,10224,488.85,2023,5
21146,10224,7186,2023,7
21147,10224,7501.48,2023,11
21148,10224,3562.52,2024,2
21149,10224,2207.16,2024,7
21150,10225,1604.21,2022,6
21151,10225,190.95,2022,7
21152,10225,156.06,2022,8
21153,10225,146.4,2022,9
21154,10225,179.08,2022,10
21155,10225,148.35,2022,11
21156,10225,168.42,2022,12
21157,10225,3704.88,2023,1
21158,10225,1443.71,2023,2
21159,10225,148.1,2023,3
21160,10225,152.1,2023,4
21161,10225,3286.87,2023,5
21162,10225,180.8,2023,6
21163,10225,163.94,2023,7
21164,10225,176.29,2023,8
21165,10225,2271.28,2023,10
21166,10225,855.18,2024,3
21167,10226,150.05,2018,3
21168,10226,936.95,2018,4
21169,10226,1645.95,2018,5
21170,10226,130.88,2018,6
21171,10226,153.57,2018,7
21172,10226,135.77,2018,8
21173,10226,4196.76,2018,9
21174,10226,135.36,2018,10
21175,10226,124.28,2018,11
21176,10226,2837.98,2018,12
21177,10226,157.16,2019,1
21178,10226,134.17,2019,2
21179,10226,154.73,2019,3
21180,10226,119.77,2019,4
21181,10226,1351.29,2019,6
21182,10226,1731.81,2019,8
21183,10227,1190.8,2024,1
21184,10227,2172.48,2024,4
21185,10227,2327,2024,8
21186,10227,916.86,2024,12
21187,10228,4586.53,2022,2
21188,10228,2181.09,2022,4
21189,10229,211.39,2024,2
21190,10229,322.27,2024,5
21191,10229,468.1,2024,10
21192,10229,211.7,2025,1
21193,10230,2497.56,2023,5
21194,10231,2092.08,2025,3
21195,10231,3358.04,2025,5
21196,10231,4737.99,2025,10
21197,10231,204.69,2025,11
21198,10232,1642.51,2024,1
21199,10232,2991.18,2024,4
21200,10232,3959.71,2024,8
21201,10232,537.38,2024,11
21202,10233,3284.86,2021,12
21203,10233,4682.44,2022,1
21204,10233,5576.54,2022,3
21205,10233,142.55,2022,7
21206,10234,350.27,2021,7
21207,10234,3607.34,2021,8
21208,10234,395.85,2021,9
21209,10234,358.03,2021,10
21210,10234,341.48,2021,11
21211,10234,2727.53,2021,12
21212,10234,360.86,2022,1
21213,10234,1609.55,2022,2
21214,10234,9688.23,2022,3
21215,10234,391.34,2022,4
21216,10234,329.51,2022,5
21217,10234,7543.03,2022,6
21218,10234,335.7,2022,7
21219,10234,301.53,2022,8
21220,10234,359.88,2022,9
21221,10234,360.78,2022,10
21222,10234,342.33,2022,11
21223,10234,6037.06,2023,1
21224,10234,2956.89,2023,4
21225,10235,1941.62,2020,2
21226,10235,3045.85,2020,3
21227,10235,4311.78,2020,8
21228,10235,493.41,2020,10
21229,10236,2053.12,2019,3
21230,10237,29449.43,2023,12
21231,10237,1518.33,2024,6
21232,10238,1649.12,2023,12
21233,10238,1791.79,2024,2
21234,10238,2353.5,2024,4
21235,10238,1196.6,2024,6
21236,10239,1590.2,2020,7
21237,10239,174.64,2020,8
21238,10239,155.65,2020,9
21239,10239,155.38,2020,10
21240,10239,2077.34,2020,11
21241,10239,3637.3,2020,12
21242,10239,159.11,2021,1
21243,10239,1298.21,2021,2
21244,10239,162.43,2021,3
21245,10239,193.4,2021,4
21246,10239,3509.83,2021,5
21247,10239,152.4,2021,6
21248,10239,153.5,2021,7
21249,10239,2524.06,2021,8
21250,10239,476.61,2022,1
21251,10240,1137.68,2024,10
21252,10240,1220.57,2024,11
21253,10240,1790.68,2025,2
21254,10240,357.72,2025,4
21255,10241,2017.17,2025,2
21256,10241,2485.61,2025,4
21257,10241,2796.13,2025,6
21258,10241,739.89,2025,9
21259,10242,795.52,2023,2
21260,10242,114.22,2023,3
21261,10242,112.14,2023,4
21262,10242,991.62,2023,5
21263,10242,110.81,2023,6
21264,10242,105.66,2023,7
21265,10242,105.11,2023,8
21266,10242,712.27,2023,9
21267,10242,1958.3,2023,10
21268,10242,107.75,2023,11
21269,10242,122.56,2023,12
21270,10242,105.75,2024,1
21271,10242,110.6,2024,2
21272,10242,110,2024,3
21273,10242,122.39,2024,4
21274,10242,1535.74,2024,5
21275,10242,965.63,2024,9
21276,10242,310.62,2024,10
21277,10243,88.58,2022,1
21278,10243,91.71,2022,2
21279,10243,816.97,2022,3
21280,10243,1707.61,2022,4
21281,10243,90.73,2022,5
21282,10243,106.17,2022,6
21283,10243,109.24,2022,7
21284,10243,2360.12,2022,8
21285,10243,104.69,2022,9
21286,10243,93.45,2022,10
21287,10243,99.17,2022,11
21288,10243,111.47,2022,12
21289,10243,1916.73,2023,1
21290,10243,87.52,2023,2
21291,10243,103.86,2023,3
21292,10243,93.41,2023,4
21293,10243,109.57,2023,5
21294,10243,93.27,2023,6
21295,10243,1010.36,2023,8
21296,10243,721.53,2023,12
21297,10244,4298.12,2025,4
21298,10244,6960.31,2025,6
21299,10244,7675.41,2025,9
21300,10245,1090.58,2020,9
21301,10245,640.91,2020,12
21302,10246,3181.32,2024,11
21303,10247,49.02,2021,9
21304,10247,623.55,2021,10
21305,10247,51.25,2021,11
21306,10247,582.24,2021,12
21307,10247,52.03,2022,1
21308,10247,1837.94,2022,2
21309,10247,49.25,2022,3
21310,10247,502.24,2022,4
21311,10247,52.21,2022,5
21312,10247,53.39,2022,6
21313,10247,49.56,2022,7
21314,10247,1336.4,2022,8
21315,10247,57.75,2022,9
21316,10247,50.47,2022,10
21317,10247,910.9,2022,11
21318,10247,183.12,2022,12
21319,10248,4286.69,2022,9
21320,10249,86.31,2019,12
21321,10249,433.64,2020,1
21322,10249,104.87,2020,2
21323,10249,108.85,2020,3
21324,10249,95.92,2020,4
21325,10249,88.15,2020,5
21326,10249,89.7,2020,6
21327,10249,89.36,2020,7
21328,10249,654.01,2020,8
21329,10249,1200.07,2020,9
21330,10249,1169.93,2021,4
21331,10249,785.94,2021,10
21332,10249,308,2022,5
21333,10250,1381.1,2019,4
21334,10250,2374.87,2019,5
21335,10250,3287.35,2019,7
21336,10250,1030.09,2019,11
21337,10251,1661.21,2024,2
21338,10251,2806.79,2024,4
21339,10251,3334.43,2024,8
21340,10251,1727.99,2024,12
21341,10252,791.68,2023,2
21342,10252,3003.57,2023,8
21343,10252,941.46,2023,11
21344,10252,901.68,2024,3
21345,10253,4712.29,2023,12
21346,10254,12190.12,2024,5
21347,10255,1112.06,2025,10
21348,10256,640.62,2025,9
21349,10256,710.81,2025,11
21350,10257,294.6,2018,6
21351,10257,750.84,2018,12
21352,10257,345.74,2019,4
21353,10257,108.81,2019,7
21354,10258,1151.79,2023,10
21355,10258,1504.86,2023,11
21356,10258,3084.47,2024,4
21357,10258,1016.05,2024,6
21358,10259,1405.6,2023,2
21359,10259,1898.79,2023,3
21360,10259,2638,2023,6
21361,10259,247.45,2023,12
21362,10260,2835.52,2018,3
21363,10260,399.08,2018,4
21364,10260,365.52,2018,5
21365,10260,390.89,2018,6
21366,10260,483.94,2018,7
21367,10260,3539.9,2018,8
21368,10260,11050.76,2018,9
21369,10260,364.82,2018,10
21370,10260,478.09,2018,11
21371,10260,406.14,2018,12
21372,10260,436.86,2019,1
21373,10260,7604.1,2019,2
21374,10260,4164.24,2019,5
21375,10260,2144.25,2019,8
21376,10261,1597.48,2019,7
21377,10261,2191.41,2019,9
21378,10261,2978.62,2020,2
21379,10261,319.73,2020,4
21380,10262,2295.35,2021,12
21381,10262,3673.17,2022,2
21382,10262,6537.22,2022,6
21383,10262,1130.44,2022,9
21384,10263,601.71,2020,11
21385,10263,1741.56,2021,3
21386,10263,641.24,2021,8
21387,10263,571.88,2022,5
21388,10264,4784.83,2023,8
21389,10264,581.6,2024,1
21390,10265,1347.57,2022,7
21391,10265,1942.09,2022,8
21392,10265,2098.77,2023,1
21393,10265,647.98,2023,5
21394,10266,294.04,2022,2
21395,10266,357.15,2022,3
21396,10266,641.16,2022,7
21397,10266,296.06,2022,9
21398,10267,765.12,2022,1
21399,10267,3724.67,2022,8
21400,10267,1233.87,2022,10
21401,10267,1573.53,2023,7
21402,10268,4864.74,2024,6
21403,10268,1377.8,2024,10
21404,10268,2127.4,2025,3
21405,10269,1497.81,2022,6
21406,10269,7884.5,2022,7
21407,10269,1765.54,2022,8
21408,10269,1622.78,2022,9
21409,10269,11702.91,2023,1
21410,10269,9195.53,2023,4
21411,10269,5246.1,2023,10
21412,10269,1652.35,2024,1
21413,10270,1535.25,2021,8
21414,10270,193.11,2021,9
21415,10270,200.08,2021,10
21416,10270,2748.7,2021,11
21417,10270,243.76,2021,12
21418,10270,240.22,2022,1
21419,10270,217.05,2022,2
21420,10270,222.79,2022,3
21421,10270,243.68,2022,4
21422,10270,7540.42,2022,5
21423,10270,199.66,2022,6
21424,10270,225.49,2022,7
21425,10270,227.98,2022,8
21426,10270,198.85,2022,9
21427,10270,219.22,2022,10
21428,10270,7346.02,2022,11
21429,10270,230.22,2022,12
21430,10270,196.62,2023,1
21431,10270,5217.68,2023,3
21432,10270,1685.87,2023,8
21433,10271,3042.62,2020,5
21434,10272,611.93,2023,10
21435,10272,1333.55,2024,1
21436,10272,777.23,2024,8
21437,10272,469.44,2024,10
21438,10273,1624.86,2024,1
21439,10273,250.34,2024,2
21440,10273,220.42,2024,3
21441,10273,2241.93,2024,4
21442,10273,204.17,2024,5
21443,10273,192.43,2024,6
21444,10273,225.41,2024,7
21445,10273,3161.18,2024,12
21446,10273,2232.31,2025,7
21447,10273,1664.01,2025,10
21448,10274,737.5,2020,4
21449,10274,660.1,2020,6
21450,10274,1438.67,2020,8
21451,10274,440.85,2021,2
21452,10275,2722.23,2024,5
21453,10275,825.67,2024,7
21454,10275,1132.99,2024,11
21455,10276,2766.17,2023,10
21456,10276,856.56,2024,1
21457,10277,654.11,2020,9
21458,10277,1017.83,2020,12
21459,10277,1323.82,2021,3
21460,10278,6715.31,2018,8
21461,10279,1299.12,2020,8
21462,10279,5601.35,2020,9
21463,10279,1398.4,2020,10
21464,10279,1266.5,2020,11
21465,10279,4778.68,2020,12
21466,10279,4475.6,2021,1
21467,10279,1176.32,2021,2
21468,10279,10682.32,2021,5
21469,10279,10389.96,2021,10
21470,10279,7417.94,2022,4
21471,10279,6087.65,2022,6
21472,10280,43.77,2023,4
21473,10280,465.76,2023,5
21474,10280,40.64,2023,6
21475,10280,41.07,2023,7
21476,10280,41.46,2023,8
21477,10280,44.15,2023,9
21478,10280,39.79,2023,10
21479,10280,1165.52,2023,11
21480,10280,468.47,2023,12
21481,10280,47.81,2024,1
21482,10280,1246.9,2024,2
21483,10280,46.72,2024,3
21484,10280,46.64,2024,4
21485,10280,42.59,2024,5
21486,10280,38.49,2024,6
21487,10280,46.25,2024,7
21488,10280,816.43,2024,8
21489,10280,132.06,2024,10
21490,10281,366.4,2022,3
21491,10281,2946.07,2022,4
21492,10281,339.03,2022,5
21493,10281,366.09,2022,6
21494,10281,5558.07,2022,7
21495,10281,372.64,2022,8
21496,10281,7426.06,2022,9
21497,10281,356.46,2022,10
21498,10281,323.46,2022,11
21499,10281,394.26,2022,12
21500,10281,5903.56,2023,4
21501,10281,3035.54,2023,8
21502,10281,1091.66,2023,12
21503,10282,1275.4,2023,8
21504,10282,2356.02,2023,11
21505,10282,1328.26,2024,2
21506,10282,637.16,2024,4
21507,10283,5731.86,2022,7
21508,10284,903.13,2020,4
21509,10284,1154.86,2020,7
21510,10284,1396.2,2020,10
21511,10284,769.43,2021,2
21512,10285,41363.98,2018,6
21513,10286,687.18,2022,12
21514,10286,881.62,2023,2
21515,10286,1823.64,2023,6
21516,10286,796.69,2023,12
21517,10287,11022.75,2022,9
21518,10288,5262.49,2024,11
21519,10289,2622.43,2021,2
21520,10289,771.74,2021,3
21521,10289,683.46,2021,4
21522,10289,780.84,2021,5
21523,10289,5718.17,2021,6
21524,10289,3455.18,2021,8
21525,10289,4432.52,2021,12
21526,10289,2694.42,2022,5
21527,10289,1726,2022,12
21528,10290,55.04,2024,9
21529,10290,54.04,2024,10
21530,10290,476.72,2024,11
21531,10290,54.35,2024,12
21532,10290,54.82,2025,1
21533,10290,1518.22,2025,2
21534,10290,444.3,2025,3
21535,10290,265.05,2025,4
21536,10290,66.24,2025,5
21537,10290,66.59,2025,6
21538,10290,55.13,2025,7
21539,10290,1206.26,2025,9
21540,10291,683.55,2020,6
21541,10291,813.19,2020,7
21542,10291,1099.75,2020,12
21543,10291,159.67,2021,1
21544,10292,1247.1,2025,3
21545,10293,464.44,2019,4
21546,10293,291.84,2019,5
21547,10293,273.4,2019,6
21548,10293,292.35,2019,7
21549,10293,1311.81,2019,8
21550,10293,1045.68,2020,1
21551,10293,1023.24,2020,7
21552,10293,674.42,2020,11
21553,10293,520.36,2021,4
21554,10294,6021.19,2021,11
21555,10295,3667.6,2018,2
21556,10296,94.43,2018,1
21557,10296,93.29,2018,2
21558,10296,1215.79,2018,3
21559,10296,119.2,2018,4
21560,10296,109.11,2018,5
21561,10296,701.11,2018,6
21562,10296,113.4,2018,7
21563,10296,2006.39,2018,8
21564,10296,96.8,2018,9
21565,10296,472.96,2018,10
21566,10296,2229.42,2018,11
21567,10296,120.53,2018,12
21568,10296,110.51,2019,1
21569,10296,113.97,2019,2
21570,10296,122.01,2019,3
21571,10296,98.88,2019,4
21572,10296,119.61,2019,5
21573,10296,1296.3,2019,6
21574,10296,773.98,2019,11
21575,10297,1140.07,2024,4
21576,10298,9771,2024,9
21577,10299,964.34,2018,2
21578,10299,102.93,2018,3
21579,10299,93.97,2018,4
21580,10299,90.46,2018,5
21581,10299,105.86,2018,6
21582,10299,1718.75,2018,7
21583,10299,109.97,2018,8
21584,10299,1476.54,2018,9
21585,10299,89.1,2018,10
21586,10299,84.39,2018,11
21587,10299,99.55,2018,12
21588,10299,100.28,2019,1
21589,10299,1255.62,2019,2
21590,10299,1160.28,2019,5
21591,10299,811.74,2019,11
21592,10300,7898.33,2023,9
21593,10301,11713.94,2024,11
21594,10302,422.22,2021,2
21595,10302,1055.13,2021,6
21596,10302,507.01,2021,9
21597,10302,820.86,2022,1
21598,10303,519.82,2025,6
21599,10304,1244.14,2024,1
21600,10304,2296.6,2024,3
21601,10304,3588.49,2024,7
21602,10304,49.82,2024,9
21603,10305,567.9,2021,9
21604,10305,853.99,2021,12
21605,10305,1116.56,2022,2
21606,10305,706.53,2022,7
21607,10306,6248.32,2025,5
21608,10307,859.23,2025,3
21609,10307,64.99,2025,4
21610,10307,69.46,2025,5
21611,10307,1683.9,2025,6
21612,10307,81.23,2025,7
21613,10307,67.78,2025,8
21614,10307,81.65,2025,9
21615,10307,1956.4,2025,10
21616,10307,69.41,2025,11
21617,10307,76,2025,12
21618,10308,6356.26,2023,12
21619,10309,27513.24,2023,7
21620,10309,4213.21,2023,8
21621,10309,3803.54,2023,9
21622,10309,3997.91,2023,10
21623,10309,3265.69,2023,11
21624,10309,3878.61,2023,12
21625,10309,3940.85,2024,1
21626,10309,72911.62,2024,2
21627,10309,32612.44,2024,3
21628,10309,3482.89,2024,4
21629,10309,70644.04,2024,5
21630,10309,4175.8,2024,6
21631,10309,3877.98,2024,7
21632,10309,3221.91,2024,8
21633,10309,3483.5,2024,9
21634,10309,55472.38,2024,10
21635,10309,15077.22,2024,11
21636,10310,960.63,2025,1
21637,10310,1546.42,2025,4
21638,10310,1977.12,2025,6
21639,10310,1413.38,2025,8
21640,10311,402.14,2022,3
21641,10311,1631.54,2022,4
21642,10311,458.43,2022,5
21643,10311,3975.6,2022,10
21644,10311,1928.95,2023,2
21645,10311,1672.19,2023,7
21646,10311,426.15,2023,11
21647,10312,1353.47,2021,2
21648,10312,474.8,2021,4
21649,10313,3663.95,2020,8
21650,10314,681.2,2023,12
21651,10314,1068.92,2024,3
21652,10314,1369.46,2024,7
21653,10314,1171.02,2025,1
21654,10315,2655.93,2024,2
21655,10315,132.45,2024,3
21656,10315,121.92,2024,4
21657,10315,162.15,2024,5
21658,10315,122.24,2024,6
21659,10315,2680.23,2024,7
21660,10315,139.87,2024,8
21661,10315,123.42,2024,9
21662,10315,1736.71,2024,10
21663,10315,5661.09,2024,11
21664,10315,155.45,2024,12
21665,10315,146.71,2025,1
21666,10315,142.54,2025,2
21667,10315,164.7,2025,3
21668,10315,150.96,2025,4
21669,10315,150.3,2025,5
21670,10315,4110.9,2025,6
21671,10315,2807.94,2025,10
21672,10315,884.81,2025,12
21673,10316,3208.93,2022,11
21674,10317,2120.33,2023,10
21675,10317,2856.59,2023,12
21676,10317,5725.81,2024,5
21677,10317,1807.5,2024,10
21678,10318,358.06,2022,4
21679,10318,1252.51,2022,9
21680,10318,613.64,2022,10
21681,10318,198.48,2023,3
21682,10319,11872.55,2020,12
21683,10320,5808.01,2023,7
21684,10321,644.22,2022,7
21685,10321,3552.83,2022,8
21686,10321,7966.73,2022,9
21687,10321,628.33,2022,10
21688,10321,663.59,2022,11
21689,10321,623.62,2022,12
21690,10321,586.65,2023,1
21691,10321,12754.24,2023,2
21692,10321,550.83,2023,3
21693,10321,677.61,2023,4
21694,10321,658.87,2023,5
21695,10321,12307.88,2023,9
21696,10321,7623.56,2024,4
21697,10321,2515.77,2024,8
21698,10322,1809.67,2024,4
21699,10322,2806.27,2024,7
21700,10322,3224.26,2024,12
21701,10322,302.92,2025,1
21702,10323,8314.8,2024,8
21703,10324,4564.37,2018,6
21704,10325,2998.54,2024,1
21705,10325,1503.14,2024,3
21706,10326,1313.84,2018,5
21707,10326,1582.85,2018,7
21708,10326,2912.92,2018,9
21709,10326,1028.51,2019,1
21710,10327,1658.34,2024,1
21711,10327,3248.89,2024,5
21712,10327,5625.69,2024,6
21713,10327,2260.75,2024,9
21714,10328,2185.98,2024,4
21715,10328,636.46,2024,6
21716,10329,1707.74,2023,10
21717,10329,5515.4,2024,3
21718,10329,1915.4,2024,5
21719,10329,2177.47,2024,6
21720,10330,5664.64,2019,7
21721,10331,2836.79,2023,6
21722,10331,399.23,2023,7
21723,10331,469.56,2023,8
21724,10331,488.42,2023,9
21725,10331,415.45,2023,10
21726,10331,373.32,2023,11
21727,10331,379.34,2023,12
21728,10331,1042.97,2024,1
21729,10331,6379.92,2024,4
21730,10331,4043.21,2024,9
21731,10331,2152.8,2024,12
21732,10331,1169.31,2025,4
21733,10332,6515.02,2024,7
21734,10333,764.17,2022,7
21735,10333,685.13,2022,8
21736,10333,1486.16,2022,10
21737,10333,312.79,2023,3
21738,10334,275.54,2021,3
21739,10334,1297.04,2021,4
21740,10334,216.79,2021,5
21741,10334,2684.48,2021,6
21742,10334,270.07,2021,7
21743,10334,239.59,2021,8
21744,10334,237.32,2021,9
21745,10334,3753.29,2021,10
21746,10334,247.98,2021,11
21747,10334,267.55,2021,12
21748,10334,2744.54,2022,4
21749,10334,2454.14,2022,11
21750,10334,1266.9,2023,5
21751,10335,2863.31,2021,3
21752,10336,1981.44,2022,12
21753,10337,1618.91,2018,10
21754,10337,2018,2018,12
21755,10337,2599.02,2019,4
21756,10337,1219.47,2019,9
21757,10338,790.37,2024,4
21758,10338,885.35,2024,8
21759,10338,2888.47,2024,9
21760,10338,714.82,2025,1
21761,10339,1145.64,2023,2
21762,10339,1476.99,2023,6
21763,10339,3744.1,2023,8
21764,10339,2734.5,2023,10
21765,10340,2320.22,2020,2
21766,10340,2647.42,2020,5
21767,10340,3109.1,2020,9
21768,10340,1541.09,2021,4
21769,10341,2217.9,2025,4
21770,10342,3062.79,2021,6
21771,10343,1242.64,2020,12
21772,10344,707.41,2020,10
21773,10344,978.46,2020,12
21774,10344,1522.14,2021,4
21775,10344,1456.36,2021,7
21776,10345,5329.48,2021,10
21777,10346,1948.25,2024,10
21778,10346,5207.23,2025,2
21779,10346,2506.13,2025,3
21780,10346,2788.7,2025,4
21781,10347,1756.55,2019,1
21782,10348,1898.49,2023,6
21783,10348,3333.94,2023,9
21784,10348,4451.58,2023,11
21785,10348,1671,2024,4
21786,10349,2253.64,2022,11
21787,10349,712.5,2023,2
21788,10350,5480.23,2019,7
21789,10351,1360.12,2018,11
21790,10351,1955.86,2019,2
21791,10351,2518.42,2019,6
21792,10352,2853.61,2024,1
21793,10352,12298.44,2024,5
21794,10352,4093.04,2024,6
21795,10352,3883.21,2024,7
21796,10353,466.87,2022,3
21797,10353,762.63,2022,5
21798,10353,1085.42,2022,7
21799,10353,203.24,2023,2
21800,10354,574.37,2019,1
21801,10354,2106.6,2019,2
21802,10354,509.92,2019,3
21803,10354,2070.01,2019,4
21804,10354,2862.64,2019,11
